UWI,Zone,Fracs Placed,Per Frac Test Rate,Tonnage per Frac,Water per Frac,Average Pumping Rate,Average Breakdown Pressure (Mpa),Average Pumping Pressure (Mpa)
02/09-26-080-16W6/0,All Montney,24,,58.83333333,338.0125,9.937922168,29.31489101,51.14073198
00/11-26-080-16W6/0,All Montney,1,3075,,,,,
00/12-26-080-16W6/0,All Montney,11,940.4575788,125,136.2863636,,,
02/12-26-080-16W6/0,All Montney,25,,54,296.8152,10.30038462,34.22,52.22
00/13-26-080-16W6/0,All Montney,18,,65,288.2938889,9.92575345,28.84249843,39.12292236
00/14-26-080-16W6/0,All Montney,20,,65,300.0935,9.94,30.47692308,39.235
00/16-26-080-16W6/0,All Montney,26,,56.73076923,403.2753846,7.275705283,40.12316676,52.63044227
00/04-27-080-16W6/0,All Montney,8,790.4475472,100,134.69375,,,
00/05-27-080-16W6/0,All Montney,9,,100,151.2366667,,,
00/12-27-080-16W6/0,All Montney,9,,100,157.8788889,,,
00/01-28-080-16W6/0,All Montney,12,,125,153.1108333,3,34.30927596,32.04837291
00/04-28-080-16W6/0,All Montney,10,,100,142.385,,,
00/05-28-080-16W6/0,All Montney,20,,101.65,432.195,9.232776872,27.5744675,39.1877509
00/09-28-080-16W6/0,All Montney,8,1335,125,143.8875,4.037214756,40.19758492,33.55404528
02/09-28-080-16W6/0,All Montney,16,,60,289.3875,7.651546041,52.54801207,36.78955542
03/09-28-080-16W6/0,All Montney,16,,60,267.61875,9.128857241,52.57653097,39.95057531
00/10-28-080-16W6/0,All Montney,9,,125,126.4788889,4.123496954,33.69500488,33.29599582
00/15-28-080-16W6/0,All Montney,1,1735,165,99.56,,,
00/16-28-080-16W6/0,All Montney,12,,100,138.2658333,,,
00/01-29-080-16W6/0,All Montney,9,,125,161,,,
00/02-29-080-16W6/0,All Montney,2,1450,100,99.2,,,
00/04-29-080-16W6/0,All Montney,26,,62.34615385,412.0723077,10.95248342,52.0732613,53.27288223
00/07-29-080-16W6/0,All Montney,8,,43.8,97.47285714,4.1,39.23379256,38.67205858
00/16-29-080-16W6/0,All Montney,1,1625,,,,,
00/16-30-080-16W6/0,All Montney,21,,117.6761905,586.4771429,9.154615572,45.71369739,45.60848088
00/01-31-080-16W6/2,All Montney,29,,48,314.9965517,4.113469161,52.91228998,40.51364085
02/01-31-080-16W6/0,All Montney,37,,50.675,208.1243243,9.414715969,45.56011534,36.8476204
03/01-31-080-16W6/0,All Montney,29,,103,479.8282759,9.07789521,44.91246758,47.08350705
00/15-31-080-16W6/0,All Montney,1,118.2994341,125,,,,
00/01-32-080-16W6/0,All Montney,,,,,,,
00/04-32-080-16W6/0,All Montney,13,,62,307.3923077,8.871363247,50.96605644,34.73141783
00/05-32-080-16W6/0,All Montney,10,,125,157.628,3,48.25826439,32.55459309
02/05-32-080-16W6/0,All Montney,14,,60,258.6642857,9.360936547,53.00638335,43.68043683
00/08-32-080-16W6/0,All Montney,17,,60,256.4176471,8.848971698,54.90099051,40.0884371
02/08-32-080-16W6/0,All Montney,21,,63,282.2047619,8.052249357,52.10715656,36.40694641
00/09-32-080-16W6/0,All Montney,19,,60,264.9315789,9.026739827,54.1797607,39.98301581
02/09-32-080-16W6/0,All Montney,,,,,,,
00/16-32-080-16W6/0,All Montney,1,1555,,,,,
00/02-33-080-16W6/0,All Montney,8,1170,125,138.875,4.073139391,41.4810261,37.48458146
00/04-33-080-16W6/0,All Montney,22,,63,269.2409091,7.583041542,55.75767338,37.82200632
00/09-33-080-16W6/0,All Montney,6,390,125,,,,
00/13-33-080-16W6/2,All Montney,3,,,,,,
00/16-33-080-16W6/0,All Montney,1,2435,155,,,,
00/04-34-080-16W6/0,All Montney,8,985,125.03125,133.4625,4,30.62081109,31.0345509
00/06-34-080-16W6/0,All Montney,14,,100,127.5535714,6.769164273,25.93546959,52.78165603
00/10-34-080-16W6/0,All Montney,1,695,,,,,
00/12-34-080-16W6/0,All Montney,7,1115,125.245,134.1714286,4,42.84223807,35.26440329
00/13-34-080-16W6/0,All Montney,5,,125,185.626,4.041966104,38.10211824,35.15636172
02/13-34-080-16W6/0,All Montney,20,378.9388034,60.45,404.234,10.61596123,43.21674304,52.73121888
03/13-34-080-16W6/0,All Montney,,,,,,,
00/16-34-080-16W6/0,All Montney,8,1210,125.1375,138.0625,3,38.30464464,34.78650973
00/04-35-080-16W6/0,All Montney,8,1119.48936,100,146.5,,,
00/05-35-080-16W6/0,All Montney,7,,172.8571429,810.7285714,,,
00/12-35-080-16W6/0,All Montney,9,,100,422.0888889,,,
00/13-35-080-16W6/0,All Montney,8,,100,127.66,6.015643591,32.67824005,37.20938039
02/08-36-080-16W6/0,All Montney,9,,100,427.6833333,10.08627413,49.54180276,43.83095422
00/08-02-080-17W6/0,All Montney,,,,,,,
00/09-03-080-17W6/0,All Montney,8,660,102,173.34625,,,
00/13-03-080-17W6/0,All Montney,17,,187.2352941,748.2105882,,41.53151245,
02/13-03-080-17W6/0,All Montney,15,282.405296,105,494.9333333,,,
00/12-04-080-17W6/0,All Montney,9,370,102,126.1888889,3.1,45.30244783,34.25598309
00/13-04-080-17W6/0,All Montney,5,,240,1020.64,2,,12.09980992
00/16-04-080-17W6/0,All Montney,1,215,,,,,
00/16-06-080-17W6/0,All Montney,28,280.5615533,155,715.0928571,,,
00/02-07-080-17W6/0,All Montney,5,427.1233763,125,715.44,7.545391803,35.23410859,44.98435196
02/02-07-080-17W6/0,All Montney,14,,75,310.7142857,,,
00/16-07-080-17W6/0,All Montney,8,235,64.05,86.07777778,3.896539548,41.03356091,47.67573487
00/01-08-080-17W6/0,All Montney,30,,55,275.8676667,8.6046875,40.88888889,43.92580645
02/01-08-080-17W6/0,All Montney,30,,55,278.81,,,
03/01-08-080-17W6/0,All Montney,32,,55,280.3834375,,,
00/02-08-080-17W6/0,All Montney,11,,130.9090909,697.4163636,8.66581493,58.30970843,54.84820035
00/04-08-080-17W6/0,All Montney,7,,132.4285714,820.2142857,6.580090569,44.65943395,48.24080989
02/04-08-080-17W6/0,All Montney,15,,74.66666667,352.3706667,4,28.1,54.19794652
00/07-08-080-17W6/0,All Montney,30,340.4207594,55,272.363,9.308064516,34.89310345,52.73793103
02/07-08-080-17W6/0,All Montney,30,,55,278.81,,,
02/08-08-080-17W6/0,All Montney,9,,137.7777778,733.8855556,10.08503854,59.239192,53.14295856
03/08-08-080-17W6/0,All Montney,25,,56.72,318.2032,9.128015662,36.6997607,50.8259568
00/09-08-080-17W6/0,All Montney,26,,55.26923077,337.3334615,8.313047897,35.91788295,54.60409892
00/02-09-080-17W6/0,All Montney,10,,186.72,719.14,5.514928943,46.58993659,
00/08-09-080-17W6/0,All Montney,16,,125,494.92625,6.550491922,45.6345132,45.98473169
02/08-09-080-17W6/0,All Montney,14,58.94209317,321.1071429,1199.95,,51.12557007,
03/08-09-080-17W6/0,All Montney,14,,183.5378571,867.3928571,,43.4,
00/16-09-080-17W6/0,All Montney,28,,155,715.0928571,,,
00/05-10-080-17W6/0,All Montney,17,285,105,405.2788235,6.965611649,31.93975415,32.7443532
02/05-10-080-17W6/0,All Montney,16,465,125,402.96875,6.982445753,33.44986411,35.70443817
00/09-10-080-17W6/0,All Montney,32,125.3012858,175,757.6875,,,
02/09-10-080-17W6/2,All Montney,24,358.75,171,753.1041667,6.497629763,44.70038015,47.51524688
03/09-10-080-17W6/0,All Montney,31,180.4072511,165.9677419,734.7709677,6.313703321,47.91336733,47.89342648
04/09-10-080-17W6/0,All Montney,25,465.860766,332.1804,1432.096,6.555513876,50.88034406,48.24040455
05/09-10-080-17W6/0,All Montney,17,408.3207316,227.1370588,1008.041176,6.257527412,45.56132375,45.62126197
00/10-10-080-17W6/0,All Montney,25,392.4298393,168.9888,786.4908,6.514536936,47.21879453,48.05129485
02/10-10-080-17W6/0,All Montney,24,427.1511852,169.61625,821.15375,6.495251394,45.37666817,47.47146751
03/10-10-080-17W6/0,All Montney,21,583.7854211,238.9171429,924.9985714,6.481466677,48.23829295,44.59081301
00/12-10-080-17W6/0,All Montney,23,476.8961962,158.5,679.8304348,6.182904427,44.97488647,48.64023799
02/12-10-080-17W6/0,All Montney,22,,169.2022727,684.6272727,,43.56213817,
00/02-15-080-17W6/2,All Montney,14,225,146.4285714,618.5,,,
00/04-18-080-17W6/0,All Montney,22,,39.31818182,276.0963636,8.630434783,41.75909091,54.53043478
00/05-18-080-17W6/0,All Montney,29,245.7545795,55,279.6066667,,,
02/05-18-080-17W6/0,All Montney,24,,40,247.3254167,9.388,40.55833333,50.312
03/05-18-080-17W6/0,All Montney,22,,39.31818182,269.5990909,9.113043478,41.03636364,50.03043478
00/12-18-080-17W6/0,All Montney,29,,55,274.1489655,,,
02/12-18-080-17W6/0,All Montney,28,,55,296.0117857,,,
00/02-21-080-17W6/0,All Montney,29,175.8854547,164.4675862,735.7689655,6.496913386,47.92725826,47.29146706
00/03-21-080-17W6/0,All Montney,,,,,,,
00/07-21-080-17W6/0,All Montney,29,107.8695951,165.1194138,794.7034483,6.540369429,44.57438479,49.03423615
02/07-21-080-17W6/0,All Montney,31,168.1462416,163.8712903,733.2709677,0.82,,48
03/07-21-080-17W6/0,All Montney,29,118.9928143,171.7772759,691.8517241,6.840867461,43.54292503,45.19759311
00/03-29-080-17W6/2,All Montney,14,,150,618.5,,,
00/04-30-080-17W6/0,All Montney,13,175,146,644.75,,,
00/08-30-080-17W6/0,All Montney,31,130.0134376,162.4193548,751.5922581,0.9,45.63636804,53
00/09-34-080-17W6/0,All Montney,29,172.3697932,131.0344828,535.3586207,,,
00/13-35-080-17W6/0,All Montney,25,,100.92,447.0908,9.146749737,48.12872886,38.20240595
00/09-03-080-18W6/0,All Montney,11,615.6926094,124.0909091,625.5636364,,,
02/09-03-080-18W6/0,All Montney,12,420.0682615,130,639.5416667,5.855013098,56.23002343,54.85765043
03/09-03-080-18W6/0,All Montney,12,689.7029469,124,700.9666667,,,
04/09-03-080-18W6/0,All Montney,11,668.8858458,129.6663636,751.2090909,,,
00/16-03-080-18W6/0,All Montney,11,,124.0909091,619.2818182,,,
02/16-03-080-18W6/0,All Montney,11,,124,606.8454545,,,
03/16-03-080-18W6/0,All Montney,12,,58.16666667,595.3016667,5.324424591,36.77526966,41.57862624
00/08-05-080-18W6/2,All Montney,,,,,,,
00/05-07-080-18W6/0,All Montney,4,,218,1247.62,,,
00/09-07-080-18W6/0,All Montney,11,,204.9090909,863.6,,,
02/09-07-080-18W6/2,All Montney,11,,129.5454545,734.7,,,
00/11-07-080-18W6/0,All Montney,5,,204,611.772,,,
00/16-07-080-18W6/0,All Montney,11,544.6906038,85.96818182,691.8363636,8.410736323,52.4849746,51.16814919
02/16-07-080-18W6/0,All Montney,11,712.5916072,82.18181818,612.6454545,,,
03/16-07-080-18W6/0,All Montney,11,729.8947113,85.96818182,642.6272727,,,
00/13-08-080-18W6/0,All Montney,10,487.7128051,87.56363636,660.8,5.363945093,57.05912574,48.51074878
02/13-08-080-18W6/0,All Montney,20,,59.5495,336.646,5.693809524,51.68054684,50.31857143
03/13-08-080-18W6/0,All Montney,20,,61.015,233.178,3.38522054,42.41438435,47.95213948
03/14-08-080-18W6/0,All Montney,20,,59.5,383.5475,5.319790837,49.78510469,53.25168902
00/03-09-080-18W6/0,All Montney,11,479.2778216,129.7,,,,
00/01-10-080-18W6/0,All Montney,15,,72.33333333,544.9873333,6.311444105,56.81492434,51.53133535
02/01-10-080-18W6/0,All Montney,18,,61,63.21,5.874835114,31.76,30.57244519
03/01-10-080-18W6/0,All Montney,15,114.2191921,74.4,672.434,,,
00/08-10-080-18W6/0,All Montney,7,,146.1428571,979.5414286,6.746131499,52.91141318,53.02582611
02/08-10-080-18W6/0,All Montney,8,,135.625,875.34375,7.419824098,50.43714848,50.14325636
00/01-11-080-18W6/0,All Montney,26,,59.42307692,333.1753846,9.66658355,37.27314637,58.53939716
02/01-11-080-18W6/0,All Montney,26,,57.88461538,329.8038462,9.066885376,34.61315695,57.67866788
03/01-11-080-18W6/0,All Montney,26,,59.42307692,317.9669231,9.644283271,36.03802574,55.60338884
00/08-11-080-18W6/0,All Montney,5,,235.2,1035.74,8.929032383,50.92126789,55.83088613
02/08-11-080-18W6/0,All Montney,5,,240.18,1058.24,9.053588978,42.5685251,55.18186045
00/09-11-080-18W6/0,All Montney,25,,59.6,344.5824,9.626113232,38.42472033,52.77915761
02/09-11-080-18W6/0,All Montney,26,,56.88,320.8230769,10.19436567,38.46124206,53.81093398
03/09-11-080-18W6/0,All Montney,26,,57.11769231,317.6523077,8.440134481,39.00506735,55.76037516
04/09-11-080-18W6/0,All Montney,23,,57.15565217,351.376087,8.732457889,41.11173535,54.67055824
00/16-11-080-18W6/0,All Montney,15,,75,438.4933333,9.776538521,,50.57479235
02/16-11-080-18W6/0,All Montney,15,,65,478.0533333,8.870411948,,50.68826491
03/16-11-080-18W6/0,All Montney,24,,56.90041667,371.1491667,8.514483687,39.95945913,54.18532093
00/05-12-080-18W6/0,All Montney,26,,53.88076923,253.1896154,8.588501898,39.26088821,54.50493112
00/12-12-080-18W6/0,All Montney,12,543.3944923,105,525.3708333,9.987692308,37.225,58.70769231
02/12-12-080-18W6/0,All Montney,26,,55,302.9230769,8.462939444,36.28367923,50.88640098
00/13-12-080-18W6/0,All Montney,12,842.5545998,105,468.8383333,10.09615385,40.14166667,58.08461538
02/13-12-080-18W6/0,All Montney,29,,54.40689655,296.7931034,,,
03/13-12-080-18W6/0,All Montney,25,,53.446,300.7528,8.726122774,37.40656313,51.44324562
00/04-13-080-18W6/0,All Montney,8,,141.375,682.60375,9.523140719,48.62444036,62.02671311
02/04-13-080-18W6/0,All Montney,8,,131.25,597.09875,10.07103055,55.8154989,55.98
00/05-13-080-18W6/0,All Montney,8,,117,572.635,10.24888738,58.59095846,62.06018515
02/05-13-080-18W6/0,All Montney,18,,73.94444444,375.3987778,,,
03/05-13-080-18W6/0,All Montney,22,,55,265.1136364,,,
00/12-13-080-18W6/0,All Montney,10,,136,755.088,8.823926157,59.53781043,55.77860198
02/12-13-080-18W6/0,All Montney,5,,55,84.56,10,54.68733836,44.73106881
00/13-13-080-18W6/0,All Montney,3,171.5267243,130,925.5466667,,,
00/15-13-080-18W6/0,All Montney,11,,79.09090909,475.5954545,7.780387526,56.22065649,55.64561165
00/01-14-080-18W6/0,All Montney,26,,56.50538462,404.5907692,7.491663238,43.85975611,55.69987803
02/01-14-080-18W6/0,All Montney,24,,60.37833333,396.45875,7.70954438,43.07212459,55.17730995
00/08-14-080-18W6/0,All Montney,26,,44.17230769,254.5876923,7.983614305,42.23087647,54.26818853
02/08-14-080-18W6/0,All Montney,26,,45.01730769,263.245,8.202128434,43.24498369,56.3234069
03/08-14-080-18W6/0,All Montney,32,,44.615,282.946875,6.093457978,44.16239123,55.54890722
04/08-14-080-18W6/0,All Montney,26,,44.70807692,249.1961538,8.488947076,42.33976061,55.89390239
00/09-14-080-18W6/0,All Montney,24,,55.255,379.31875,7.177889944,34.63828475,56.22354919
02/09-14-080-18W6/0,All Montney,26,,54.10769231,340.7826923,7.011516746,35.3958528,56.14068391
03/09-14-080-18W6/0,All Montney,30,,57.06366667,367.1243333,6.12307005,44.87954689,57.30019365
04/09-14-080-18W6/0,All Montney,32,,53.476875,307.9265625,8.35153745,30.43748621,57.17079405
05/09-14-080-18W6/0,All Montney,32,,44.7109375,286.820625,6.42156087,48.85235902,56.38602814
00/16-14-080-18W6/0,All Montney,24,,54.32541667,372.1520833,5.907689463,44.44464631,56.44981104
02/16-14-080-18W6/0,All Montney,32,,75.9459375,450.876875,6.177817898,37.66071842,54.46187831
03/16-14-080-18W6/0,All Montney,32,,55.6290625,305.6459375,7.8760466,39.35636659,55.31131599
00/01-15-080-18W6/0,All Montney,10,,139,750.945,,,
02/01-15-080-18W6/0,All Montney,10,211.9083505,139,750.945,,,
00/08-15-080-18W6/0,All Montney,9,316.0583292,150,703.3111111,,,
02/08-15-080-18W6/0,All Montney,9,,195.8888889,910.7111111,,,
03/08-15-080-18W6/0,All Montney,23,,52.56521739,319.473913,,,
04/08-15-080-18W6/0,All Montney,18,,61,283.7166667,,,
00/10-16-080-18W6/0,All Montney,,,,,,,
00/03-17-080-18W6/0,All Montney,,,,,,,
02/03-17-080-18W6/0,All Montney,,,,,,,
03/03-17-080-18W6/0,All Montney,18,,61,454.0072222,5.353728865,48.1816139,52.4398495
04/03-17-080-18W6/0,All Montney,20,,59.5045,397.481,5.703954793,51.47597732,51.51528272
05/03-17-080-18W6/0,All Montney,20,,59.5,352.594,5.901725401,50.62731234,49.05854772
06/03-17-080-18W6/0,All Montney,19,,59.47368421,350.9110526,5.991231501,46.57573586,41.90220242
07/03-17-080-18W6/0,All Montney,13,,93,634.6346154,,,
02/06-17-080-18W6/0,All Montney,19,,59.42105263,374.8489474,5.975109983,47.1291525,43.67487514
02/09-17-080-18W6/0,All Montney,5,877.5,244,1006.84,,,
02/16-17-080-18W6/0,All Montney,5,850,168,917.58,,,
00/03-19-080-18W6/0,All Montney,5,890.7117443,186.46,949.94,,,
00/06-19-080-18W6/0,All Montney,3,,160,930.56,0.394077381,59.07640317,46.81404959
02/06-19-080-18W6/0,All Montney,9,514.8837136,189.02,1091.801111,,,
00/12-19-080-18W6/0,All Montney,7,,154.9857143,913.7142857,10.25567386,39,57.03690275
00/13-19-080-18W6/2,All Montney,5,1097.409772,174.36,712.19,,,
02/13-19-080-18W6/0,All Montney,6,,186.5,885.5,,,
03/13-19-080-18W6/0,All Montney,16,,155,523.875,,,
04/13-19-080-18W6/0,All Montney,10,,155,710.21,,,
00/04-20-080-18W6/0,All Montney,9,,130.78,680.4222222,,,
02/04-20-080-18W6/2,All Montney,9,516.5172674,124,693.7555556,,,
03/04-20-080-18W6/0,All Montney,10,574.2879742,124,621.38,,,
00/06-20-080-18W6/0,All Montney,19,,61,349.2578947,,,
02/06-20-080-18W6/0,All Montney,9,623.4926925,137.7777778,718.8,,,
03/06-20-080-18W6/0,All Montney,9,,124,747.4555556,,,
00/11-20-080-18W6/0,All Montney,,,,,,,
02/11-20-080-18W6/0,All Montney,3,,118.9,672.2333333,,,
00/13-21-080-18W6/0,All Montney,6,,124,687.0333333,7.637046983,48.22743951,49.26009437
02/14-21-080-18W6/0,All Montney,4,,132.0675,868.22,6.828575692,59.21198207,50.72706271
03/14-21-080-18W6/0,All Montney,18,,31,253.1833333,,,
00/01-23-080-18W6/0,All Montney,,,,,,,
02/01-23-080-18W6/0,All Montney,27,,75.78925926,425.8951852,7.508879615,40.77948905,53.2204052
03/01-23-080-18W6/0,All Montney,28,,71.14285714,322.4653571,7.213311732,47.5392728,54.52155444
04/01-23-080-18W6/0,All Montney,28,,56.43785714,328.7303571,7.697227471,42.06488992,54.71789667
05/01-23-080-18W6/0,All Montney,32,,56.835,308.873125,7.433720166,38.95036858,54.58063203
00/08-23-080-18W6/0,All Montney,26,,56.20076923,309.7142308,7.529086317,41.5015487,55.1929502
02/08-23-080-18W6/0,All Montney,26,,75.47692308,418.2930769,7.520183366,34.70376501,54.70529059
00/05-26-080-18W6/0,All Montney,10,,134.91,685.54,9.183240949,50.00322179,49.89122298
02/05-26-080-18W6/0,All Montney,9,,129.2555556,665.1333333,8.087871605,47.49967093,52.96785607
00/12-26-080-18W6/0,All Montney,8,,161.575,653.99,7.687150415,45.539173,54.08122984
02/12-26-080-18W6/0,All Montney,9,,131.1666667,707.4777778,8.627126097,46.41108891,52.2658725
03/12-26-080-18W6/0,All Montney,10,,124,631.528,,,
00/13-26-080-18W6/0,All Montney,9,,148.2555556,652.2777778,7.746890384,49.12772227,47.32835658
00/12-27-080-18W6/0,All Montney,8,,139.4125,674.575,8.327327577,48.93730572,55.14135011
00/01-28-080-18W6/0,All Montney,9,,135.4,635.7666667,8.264653349,47.22620703,52.68652021
02/01-28-080-18W6/0,All Montney,13,,88.36153846,417.5907692,5.995760372,38.05748684,46.08794263
00/03-28-080-18W6/0,All Montney,17,,31,308.4176471,4.655768774,58.80816622,49.05745406
02/03-28-080-18W6/0,All Montney,16,,31,201.5875,,,
00/08-28-080-18W6/0,All Montney,9,,129.3111111,617.3888889,8.574640511,53.3840945,53.91168901
02/08-28-080-18W6/0,All Montney,7,,138.9857143,643.1,8.853448967,51.7287353,53.23860661
02/16-28-080-18W6/0,All Montney,6,,161.9666667,736.3833333,8.927044338,51.58883901,52.26563837
00/02-29-080-18W6/0,All Montney,2,,124.11,864.1,8.995969246,54.03608309,51.88756838
00/04-29-080-18W6/0,All Montney,8,,155,740.09625,,,
02/04-29-080-18W6/0,All Montney,16,,61,365.525,,,
00/05-29-080-18W6/0,All Montney,7,816.2695461,124.42,756.8428571,,,
02/05-29-080-18W6/0,All Montney,9,,155,735.0211111,,,
00/07-29-080-18W6/0,All Montney,12,,125,743.3708333,6.505389145,54.12740371,50.28755295
02/07-29-080-18W6/0,All Montney,2,,124.11,801.85,,,
00/10-29-080-18W6/0,All Montney,12,,124,725.9333333,8.364904135,54.81007629,48.79257407
00/12-29-080-18W6/0,All Montney,6,,160,1008.82,9.229815031,58.596735,57.94419024
00/04-30-080-18W6/0,All Montney,22,,31,410.9504545,,,
02/04-30-080-18W6/0,All Montney,13,,61,345.1846154,,,
00/05-30-080-18W6/0,All Montney,5,1408.046309,108.2,647.4,,,
02/05-30-080-18W6/0,All Montney,10,,155,714.64,,,
03/05-30-080-18W6/0,All Montney,10,,124,701.7,,,
00/14-30-080-18W6/0,All Montney,9,,155,722.0444444,,,
00/15-30-080-18W6/0,All Montney,9,,141.4777778,641.3111111,8.743035102,49.52031255,55.25668769
02/15-30-080-18W6/0,All Montney,9,,124,700.8888889,,,
00/02-31-080-18W6/0,All Montney,8,,131.6625,622.4625,8.402134667,49.707635,55.29711228
02/02-31-080-18W6/0,All Montney,8,,143.3,665.75,9.116699211,54.31275412,54.92768306
03/02-31-080-18W6/0,All Montney,7,,124,613.6085714,,,
04/02-31-080-18W6/0,All Montney,9,,124,658.4222222,,,
00/07-31-080-18W6/0,All Montney,8,,143.35,665.55,8.399171738,56.92586037,54.87525355
02/07-31-080-18W6/0,All Montney,8,,143.425,654.7875,8.381927343,51.97211489,54.90606304
03/07-31-080-18W6/0,All Montney,6,,123.83,641.49,,,
04/07-31-080-18W6/0,All Montney,8,,131.63,724.9075,,,
00/10-31-080-18W6/0,All Montney,13,,83.46153846,357.9615385,6.022451918,39.85453744,46.1798947
02/10-31-080-18W6/0,All Montney,9,,134.22,712.2771429,,,
03/10-31-080-18W6/0,All Montney,7,,155,710.0533333,,,
00/15-32-080-18W6/0,All Montney,9,,122.7888889,776.5,6.099323174,49.70545988,54.03624078
02/15-32-080-18W6/0,All Montney,8,,131.8,763.9375,6.205555556,47.46023889,54.57372985
00/09-33-080-18W6/0,All Montney,,,,,,,
00/01-34-080-18W6/0,All Montney,8,,128.5375,615.4875,10.173992,48.76979139,50.69881985
02/01-34-080-18W6/0,All Montney,7,,141.7571429,716.15,8.892227785,45.92600941,53.0568576
00/08-34-080-18W6/0,All Montney,7,,137.3657143,708.9142857,8.313302031,44.09868007,53.35660164
02/08-34-080-18W6/2,All Montney,7,,133.5128571,640,9.626910714,40.28758097,52.17802323
00/15-34-080-18W6/0,All Montney,2,835,151.5,1484.3,,,
00/08-02-080-19W6/0,All Montney,31,,60.11806452,367.9135484,6.711869587,45.86797855,51.41389033
02/08-02-080-19W6/0,All Montney,29,,60.02965517,349.5289655,6.787092442,48.42995409,52.28349713
03/08-02-080-19W6/0,All Montney,29,,60.04,347.5627586,6.255568964,46.66665599,52.50896373
00/09-02-080-19W6/0,All Montney,29,,59.96551724,326.7786207,,,
04/09-02-080-19W6/0,All Montney,28,,59.96785714,333.1917857,7.095175923,47.2160523,53.42235212
00/16-02-080-19W6/0,All Montney,28,,57.81071429,396.2275,6.387873083,49.10828342,49.87084645
00/01-03-080-19W6/2,All Montney,1,140,,,,,
00/11-04-080-19W6/0,All Montney,3,280,60,218.8,,,
00/02-05-080-19W6/0,All Montney,1,,,,,,
00/02-08-080-19W6/0,All Montney,1,,,,,,
02/02-08-080-19W6/0,All Montney,5,,182,936.24,,,
00/03-08-080-19W6/0,All Montney,8,1180,102,70.8775,,,
00/08-08-080-19W6/0,All Montney,6,1555,102,129.0666667,,,
02/08-08-080-19W6/0,All Montney,19,,98.1,825.2631579,,,
00/09-08-080-19W6/0,All Montney,15,,128,728.04,,,
00/10-08-080-19W6/0,All Montney,4,1280,85,85.48,,,
00/13-08-080-19W6/0,All Montney,19,265.3480409,98.1,825.2631579,,,
02/13-08-080-19W6/0,All Montney,15,,128,728.04,,,
00/14-08-080-19W6/0,All Montney,11,,129.5454545,762.8636364,,,
02/14-08-080-19W6/0,All Montney,16,,95.710625,797.31875,6.62530503,60.00168416,51.99824307
00/16-08-080-19W6/0,All Montney,5,,161.2,863.44,8.833480033,39.26315789,55.49333827
02/16-08-080-19W6/0,All Montney,10,,125,682.43,5.592570112,60.98246386,54.20536567
03/16-08-080-19W6/0,All Montney,8,,125,842.5,,,
04/16-08-080-19W6/0,All Montney,10,284.5228101,125,682.43,6.96098482,60.22541665,48.07261102
00/05-09-080-19W6/2,All Montney,1,960,,,,,
00/13-09-080-19W6/0,All Montney,9,389.6541615,125,698.7333333,6.68458362,54.31352946,48.36009622
02/13-09-080-19W6/0,All Montney,10,,92.334,772.69,5.592570112,60.98246386,54.20536567
00/01-20-080-19W6/2,All Montney,3,390,,,,,
00/16-23-080-19W6/2,All Montney,1,,303,1381,,,
00/03-09-080-20W6/0,All Montney,9,,144.6666667,898.2266667,7.896373263,57.77058214,51.84219335
00/04-09-080-20W6/0,All Montney,10,,142.6,895.94,6.798360937,56.98015819,53.1193358
02/04-09-080-20W6/0,All Montney,9,,148.1111111,903.27,7.373374325,58.03755335,53.1082564
00/06-09-080-20W6/0,All Montney,9,,144.6666667,907.96,6.639365825,57.30831509,49.6934475
02/06-09-080-20W6/0,All Montney,9,,155,958.3711111,7.872238323,52.43192539,51.85922618
03/06-09-080-20W6/0,All Montney,37,,31,263.5175676,,,
00/07-09-080-20W6/0,All Montney,29,,31,249.0072414,,,
00/10-09-080-20W6/0,All Montney,9,,148.1111111,916.0366667,6.019272673,58.19182051,50.93452023
02/10-09-080-20W6/0,All Montney,9,,155,1038.538889,7.250313634,57.69396813,49.03821206
00/11-09-080-20W6/0,All Montney,16,,73.625,474.5625,,,
02/11-09-080-20W6/0,All Montney,9,350,130.7777778,722.3733333,,,
03/11-09-080-20W6/0,All Montney,17,,61,499.4352941,,,
04/11-09-080-20W6/0,All Montney,18,,61,339.9555556,,,
05/11-09-080-20W6/0,All Montney,9,,141.2222222,871.93,6.245658032,56.56552192,49.21271667
06/11-09-080-20W6/0,All Montney,18,,61,443.8833333,5.822204237,50.14955412,41.98046698
07/11-09-080-20W6/0,All Montney,9,,151.5555556,1023.35,6.264590626,57.60969981,51.09321668
00/14-09-080-20W6/0,All Montney,9,,31,237.7111111,,,
00/15-09-080-20W6/0,All Montney,9,,124,731.31,,,
02/15-09-080-20W6/0,All Montney,9,,148.1111111,1031.066667,6.899528702,56.26905835,48.06719064
00/08-12-080-20W6/0,All Montney,1,,240,709.5,,,
00/05-18-080-20W6/0,All Montney,8,,61,450.8375,,,
00/12-18-080-20W6/0,All Montney,8,747.2936961,132.2375,707.55,8.435110593,56.73174188,52.5827733
00/13-18-080-20W6/0,All Montney,9,584.7466726,125.4,720.3888889,6.545591116,54.58790622,56.68008792
02/13-18-080-20W6/2,All Montney,8,648.072755,148.3125,725.6625,6.526792758,54.61597993,55.98160474
00/14-18-080-20W6/0,All Montney,7,714.8298169,127.8571429,666.4285714,6.436578778,53.10052338,55.60928617
00/05-19-080-20W6/0,All Montney,10,545.8064524,96.5,554.9,,,
